Price,Close,High,Low,Open,Volume
Ticker,6758.T,6758.T,6758.T,6758.T,6758.T
Date,,,,,
2020-03-26,1236.80859375,1248.2104701541364,1222.3147430419922,1236.80859375,46488500
2020-03-27,1292.4649658203125,1292.4649658203125,1258.0662501589077,1275.4588711288466,57682500
2020-03-30,1248.0443115234375,1267.0539766678432,1232.5261981984029,1258.5189669815506,54448500
2020-03-31,1245.5225830078125,1274.2311887482606,1237.7635259739216,1261.4286736060517,47154000
2020-04-01,1208.08544921875,1242.8072852160842,1195.0890018591633,1231.750602584978,45861500
2020-04-02,1226.31884765625,1237.3755263439816,1197.9982216847093,1199.5501276290795,49645000
2020-04-03,1214.292236328125,1248.0441765164892,1199.550077621596,1231.7501119302865,41732000
2020-04-06,1270.54541015625,1277.9164896203818,1216.2320185770516,1224.767027468445,45176000
2020-04-07,1297.7022705078125,1319.6215826388232,1265.6961606970817,1309.3408558935328,45775000
2020-04-08,1300.030029296875,1306.8192041993868,1271.5154710275626,1297.7022885086794,45271500
2020-04-09,1301.775634765625,1316.5179129009032,1288.3913335672933,1315.936007352072,28024500
2020-04-10,1293.8228759765625,1300.2240749225691,1268.9939149289407,1282.3782184717136,28720500
2020-04-13,1262.20458984375,1283.929972583597,1259.1008960844513,1278.4985381032768,22909500
2020-04-14,1283.3480224609375,1285.6757633159136,1255.6094164565027,1260.4588272402787,23877000
2020-04-15,1312.638427734375,1318.8456967108727,1276.5587434049994,1286.063635124681,33344000
2020-04-16,1299.6422119140625,1305.461505400245,1294.7928006755772,1299.8361410060702,28005000
2020-04-17,1351.8216552734375,1354.9252304911276,1317.293759409156,1328.7384150127737,46356500
2020-04-20,1334.1697998046875,1362.4904283036938,1331.2601534900245,1351.4337486292122,25551000
2020-04-21,1303.9095458984375,1341.1530429878187,1299.835969957863,1324.6650469466595,32074500
2020-04-22,1307.98291015625,1310.5045798098122,1275.782873424107,1294.5986088902025,25248500
2020-04-23,1311.4744873046875,1319.6215203690151,1303.1335251839407,1312.6384168246243,18819000
2020-04-24,1300.8060302734375,1304.4916301921069,1290.1373254911973,1295.1807842427359,18407500
2020-04-27,1314.9661865234375,1320.78547907027,1305.8492711879712,1315.7420211600624,18013000
2020-04-28,1311.862548828125,1323.3072053499134,1299.2540811047852,1299.2540811047852,24958000
2020-04-30,1344.6446533203125,1359.580862296595,1324.8590335331473,1338.437383803619,41886500
2020-05-01,1320.203369140625,1329.3202838824789,1309.728714274629,1322.5311096865582,22974000
2020-05-07,1317.4879150390625,1320.591490511596,1302.7456355599902,1309.1469523620403,23726000
2020-05-08,1347.748291015625,1351.433890759337,1329.514576562387,1338.2435164243973,28788000
2020-05-11,1369.2796630859375,1383.439918759515,1355.8952420940063,1360.1627472214204,30439000
2020-05-12,1371.607421875,1383.0520797097934,1369.279799204857,1373.3532572714357,27815000
2020-05-13,1371.219482421875,1373.3531758743206,1354.3435087005873,1360.7447074517456,25088500
2020-05-14,1317.8759765625,1339.7952905346276,1317.681929086818,1322.7253875472106,45648000
2020-05-15,1331.6483154296875,1358.9989472383013,1329.3205743750798,1340.7652321638348,32879000
2020-05-18,1296.7322998046875,1332.0360300749896,1292.4647951093666,1319.0395869367053,36411500
2020-05-19,1338.8250732421875,1357.8347358655465,1315.3538589145214,1329.1262537002906,46521000
2020-05-20,1308.759033203125,1326.7988180149146,1291.1071065470437,1304.879504495479,59130500
2020-05-21,1318.06982421875,1333.9759149447445,1315.5481543412448,1320.979470629829,27156000
2020-05-22,1313.8021240234375,1340.7648907860364,1309.1467614933715,1325.8286844152542,25129500
2020-05-25,1309.3408203125,1333.5878725405091,1302.9396222030675,1333.1998960260992,18552000
2020-05-26,1306.819091796875,1319.0395818915208,1297.7021768903346,1319.0395818915208,32854500
2020-05-27,1309.3408203125,1309.5347493728002,1293.822706886574,1297.7022352430556,33267000
2020-05-28,1335.33349609375,1337.0792125412968,1307.594778024667,1320.7852670619054,46105000
2020-05-29,1333.3939208984375,1353.1794204663668,1333.3939208984375,1346.9722699161657,48334000
2020-06-01,1352.5975341796875,1352.5975341796875,1329.708340616617,1340.3770435683184,31119000
2020-06-02,1383.6337890625,1395.466421794738,1363.0723357680447,1363.0723357680447,43745000
2020-06-03,1387.125244140625,1411.1783660535611,1375.4866596783277,1410.2084840150364,41023000
2020-06-04,1409.62646484375,1422.6229067911277,1394.302282512786,1410.208370341198,41834500
2020-06-05,1412.1484375,1412.1484375,1386.1555480236534,1386.9315011160713,26929000
2020-06-08,1434.6494140625,1436.7832255092203,1421.8470189573748,1430.9639334807455,27986000
2020-06-09,1435.8134765625,1442.6026512248793,1422.2351272377416,1437.365264235139,25088000
2020-06-10,1454.04736328125,1459.4787983775645,1423.7870856575032,1429.9943554862737,30655500
2020-06-11,1453.8533935546875,1484.6956943578725,1449.1979117147957,1467.8197206805414,43734000
2020-06-12,1436.201171875,1444.9301090175293,1396.823871828116,1417.3854392445683,40554500
2020-06-15,1419.325439453125,1451.3315476399187,1414.0880526165247,1416.997698815324,32803500
2020-06-16,1450.9437255859375,1458.702782942012,1438.5291864586904,1447.2581259842743,29150000
